Score,review_text
4,This is very good! Not much of a coffee drinker but this Wolfgang Vienna brand is good. Not strong but a mellow taste.  The flavored coffees are getting on my nerves and this is just a good everyday coffee flavor. Everyone in the family and visitors like it. Would buy again.
5,"Tasty & Easy I bought a package of these in Amish country and had them with vegetable soup a couple nights ago. My husband, son and I all thought they were excellent. It made six so we all had two and wished we had bought more, so I saved the envelope in order to look them up was glad to find them here on Amazon today. Ordering more now. They are better than the frozen ones from Schwann's but of course, not quite the same as Red Lobster's.<br />All you do is add water and drop from a spoon - couldn't be easier. Nice addition to any meal."
5,"HOW SWEET IT IS! This is a great product - adds sweetness and vanilla flavoring to coffee, yogurt, anything you like! Have also sprinkled this on berries for added pizaaz. Try it - if you love vanilla - you'll like it!"
5,"Love The Different Colors These bags work great, and it's nice to have the different colors to look at for a change. I also love that they are biodegradable."
1,"Bitter, Burned Flavor. Major Aftertaste. With the first sip, you can taste the bitter, burned nut flavor in this Gloria Jeans k-cup.  Top it off with a major aftertaste (cream & sugar didn't help) & this blend went straight to the bottom of my list.<br /><br />If you want a nice hazelnut coffee, try <a href=""http://www.amazon.com/gp/product/B004IRGDFW"">Millstone Coffee, Hazelnut Cream, 12-Count K-Cups for Keurig Brewers (Pack of 3)</a>."
3,"What's wrong with your packaging? I ordered FOUR cases of these juicy juices.  When I opened the packaging, I was horrified to find that many of them had burst open and spilled the juice everywhere.  Now I only have 119 apple juice boxes instead of 128. I'll never have enough to bathe in a kiddie pool with.  Plus it looks like I peed all over my floor. My life is ruined, and I'm probably going to start drinking again because of this.  It's the end of the world.<br /><br />P.S batman sucks"
5,My cat loves this stuff Over the past 2 weeks I've been transitioning my 10 month old cat from dry to wet food. This is the only wet food that he really eats with enthusiasm. I really think it helped in the transition. We've also tried Wellness Core and EVO (also high quality foods) but he likes this stuff the best.
5,best in the world Nabisco's original saltine crackers are the best in the world. Please make them available in Germany!!!!
5,"Better than most restaurant indian food Stop reading reviews and just buy this.  Look at it as an investment in your home cooking palate.  I live in NYC and am a huge authentic curry fiend, been all over testing all the local places, as well as some not-so-local places (been to india, loved it)...this curry rivals or exceeds the quality of the food you'll find in a restaurant.<br /><br />Making this is the easiest thing in the world: cut up meat, empty packet and water into pot, cook for a few hours, enjoy.<br /><br />This should be made with regular lamb shoulder or even blade chop meat, cooked for 2 hours or more, with less water than recommended, and then a little bit of light coconut milk added at the end to thicken up the curry.  A little rice or naan and you're all set."
5,"My favorite Tea!!! No other Raspberry compares!!!! My favorite tea is raspberry flavor and I have tried every one I have found in the stores. This one is by far my favorite! The flavors are so sweet and I have been able to give up coffee for this one! This is a great price too if you buy two 6-packs you save the shipping. At my local store I can get this tea for $0.15 per bag but on here it works out to $0.11 per bag, which would save me $9.60 on that amount of bags."
5,"Best (and easiest) Bread Ever! This has to be the best and easiest bread machine mix I've come across.  Incredibly simple directions and impossible to fail.  Plus the loafs come out perfect everytime (I've had issues in the past with getting whole wheat flours to rise as well as white flours).  I've purchased this ""collection"" several times and will continue to do so."
2,Guinea pig food This organic protein tastes so bad that I think its meant for you to not want to eat ever again... but I guess it's good for you?
5,"delicious. I'm picky about my green teas. Sometimes they're too weak, sometimes it just doesn't smell/taste like green tea, or sometimes it's just horribly bitter/sour and unpalatable (think most grocery store teas).<br /><br />But Stash's green tea is TERRIFIC. There's a good element of leafyness (it IS green after all) without much bitter/sourness. I can usually pull at least 2 good cups of hot green tea from each tea bag.<br />I was actually previously disappointed by Yogi's Green tea (it's just purely green tea leaves, can't remember the exact name of it though) - when steeped in hot water it smelled like burnt tires, so I almost lost hope in American grocery store teas. I previously would only buy the Yamamotoyama green teas (slight roasted flavor) and Stash's green tea tastes remarkably similar, which makes me incredibly happy due to the Stash tea sales that have been going on at my local markets. WOO!!!"
1,"Produces through torture You might want to check youtube to see how foie gras is obtained before you buy it.  It is obtained through torture. The ducks and geese are violently force fed an incredible amount of food until their liver becomes diseased, engorged and fatty.  This is extremely painful and cruel."
2,"Frustrated Dog Great idea, but my fido is so frustrated he lays there and crying and barking hoping the treats will fall out.  Still working on training him, but not sure this is good for his psyche.  He'd much rather unscrew the bottom if he could."
5,"Totally Addictive Popcorn! I discovered this popcorn not long ago and then found<br />I could not eat any other popcorn. I stumbled upon it<br />in my grocery store so thought, why not try a bag-<br />famous last words!  I then had to get 2, 3 and more<br />bags at a time. If you find them tasting a little stale<br />(altho I cant imagine having them long enough to become<br />stale!), the company told me to just put them in the<br />freezer! Put popcorn in the freezer? Sounded a bit daffy<br />to me but it does work.  Good buy."
3,"Taste is individual I LOVE dark chocolate so when I saw the reviews of this kind I figured I'd give it a try.  Now taste is a matter of individuality so I'll give you the difference in this Belgian Dark Chocolate by Stephen's and my usual Nestle Rich Chocolate:<br /><br />Belgian:150 calories per serving,  serving is 3Tlb mix and only 3/4 cup water or milk.<br />vs<br />Nestle: 80 calories w/water per serving, serving is 2Tlb mix and a WHOLE cup of water.<br /><br />Belgian: Total Fat 3.5g,  Sodium 240mg, Total Carbs 27g, Sugars 22g, Protein 2g<br /><br />Nestle: Total Fat 3g, Sodium 170mg, Total Carbs 15g, Sugars 12g, Protein 1g<br /><br />I first mixed the Belgian mix as directed but couldn't finish it due to the fact that it was just too sweet for me.  It IS creamy, but just too sweet.  When I use the Nestle I only use 1/2Tlb and a squirt of dark choc. syrup and I'm happy with that.  So I then mixed the Belgian as I do with the Nestle and it's ok.  I can't rave about it due to the fact that it's higher in sugars and sodium than the Nestle and if you are trying to watch those things you might want to take that into consideration.<br />To me dark chocolate shouldn't be as sweet(or sweeter) as milk chocolate, I'm sure that's why I prefer dark chocolate.  I'll even add some unsweetened chocolate powder to my mix at times.<br /><br />But as I've said it's all in your individual taste, I just wish they would have listed the Nutrient Facts along with their ingredients.<br />Not bad, just not all that great if you don't like REALLY sweet hot chocolate."
5,Love all Davidson's Herbal Teas Can't beat the price and it's nice herbal tea.  I was and still am a coffee drinker but have been enjoying herbal teas of late.  Hard to beat Davidson's teas.
4,"THE SWITCH The Switch, is a refreshing carbonated juice, with no added sugars or preservatives.  It is a good replacement for sugary sodas.  It taste a little like a cross between sparkling water, Faygo pop, and fruit juice, with a surprisingly good flavor and refreshing fizz.  It is a little costly, about 96 cents for an 8.3 fluid ounce can.  However, the extra money you spend on The Switch, you might just save in dentist bills."
5,"Sexxy Cougar Man It's the drink you want, at a price you can afford.<br /><br />And I was alarmed with how meticulously packaged it came.<br /><br />You will be pleasantly surprised and happy to be drinking Orangina wherever you are.<br /><br />And maybe, just maybe, you may get a sexxy cougar man. :)"
5,"Best for the best My ""royal"" minature dachshund deserves the best but it gets expensive. Now I can not only give her what she deserves, your pricing and free shipping make it so easy."
5,fave This is one of my favorite sauces to have handy. With this order you get two giant bottles which should last a while. The taste of this is perfect! Not for the faint of heart however...
5,"Wonderful- in nutrition and value! As someone who uses honey regularly in baking and cooking as a replacement for traditional refined sugar, I was on the hunt for the best honey nutritionally at the best value. I am confident that this is it. Not only is the honey delicious and meets the criteria I was looking for (heated at a lower temp to preserve enzymes), but it is much cheaper when purchasing through Subscribe & Save than repeatedly buying raw/natural honey at a health food store. I am very pleased and highly recommend this buy!"
5,the best cookie ever I had Tim Tams while traveling in Australia & New Zealand this summer.  This is the best cookie you will ever eat. I highly recommend it***
3,"Not what I expected. The popped corn was very small and didn't seem to have a lot of corn flavor,  Ok, but dissappointing."
4,"Real White Tea White tea is not for everyone. Not because some will find the flavor objectionable, but because it's expensive, particularly if its genuine, and the flavor is mild and very subtle.  This is a meditative tea, not something to be used as an everyday drink to accompany food.  Not that is can't be consumed that way, but the subtle flavors of white tea will be like so much hot water if all it is doing is washing down food.<br /><br />Some will find it to be almost without taste while others will delight in a series of flavor notes that will not smack you over the head but can be pretty wonderful.<br /><br />White tea is made from very select tea leaf tips and might be described as ""beyond green."" Indeed, if you're turned off by green tea's vegetative taste you may love white tea.<br /><br />If you're going to spend money on white tea you should make sure that you buy the real thing and Dilmah is one of my trusted suppliers.  I've loved their Ceylon teas for years, originally ordering them direct from Sri Lanka before they were available for direct sale in the U.S.<br /><br />Experiment with the balance between water and tea and with steeping times to get what you like.  It's worth the price and effort for serious tea drinkers."
5,"My brother in law got these for me My brother in law got these for me.  He instantly rose in esteem.  These are by far the best chocolates on the market in the U.S.  Godiva seems like Hersheys in comparison.  I was used to to mixed Leonidas collection (white and mild), but the dark chocolate is heaven and even better."
3,"A soup with lots of veggies but the smokiness is a bit too much for me I'm a huge fan of Amy's products and was excited to try Amy's Organic Fire Roasted Southwest Vegetable Soup. Like most of the Amy's line, the manufacturer does not skimp on the important ingredients.  This soup is chock full of vegetables. It is thick and has a nice texture and vegetable diversity. While the soup is heavy on vegetables and lighter on broth, the broth that is in the soup is somewhat oily. (This tends to be an issue with many Amy's soups save their chili options and a couple of pureed vegetable options).<br /><br />So why the three stars?  It comes down to personal preference.  My problem with the soup is attributable to one ingredient and that is the chipotle pepper. Chipotle pepper can add a smokey component to foods and it was definitely present with the Fire Roasted Southwest Vegetable.  I had hoped that the chipotle essence would be subdued given its low spot on the ingredient list, but it wasn't.<br /><br />This is a filling soup and when paired with a slice of crusty bread, you have a meal.  Adding some brown rice would yield an even more filling soup for the more hearty appetite.  I did not find the soup to be hot but for reference I eat a lot of spicy Indian curries.<br /><br />This is a vegan product.<br /><br />Ingredients: Filtered water, organic tomatoes, organic roasted potatoes, organic fire roasted corn, organic black beans, organic fire roasted onions, organic carrots, organic fire roasted bell peppers, organic celery, organic green chilies, organic extra virgin olive oil, sea salt, chipotle peppers, spices, organic black pepper, organic onions, organic balsamic vinegar.<br /><br />I purchase Amy's Kitchen soups at my local co-op for about 2.50 a can.  If your store does not carry this and you only want to try one can, consider iherb.com.  You can use my code LEK375 for a discount."
5,Nantucket rocks! This is a very good coffee.  I can drink it black (which is very rare for me) or with the usual cream and sugar.  It is very hard to find a good coffee that you can just drink black and enjoy it.
5,"Perfect taste combination! I fell in love with these delightful candies when a friend brought them back from a trip to Germany. A perfect combination of hazelnut chocolate, cream, and crispy wafer. They are adorably cute as they resemble little hippos. I'm not a big fan of chocolate, but this is a wonderful flavor combination and a tasty little treat."
5,"Tasty comfort food I bought this for a friend who had gone to Minnesota for a family reunion. All she talked about before the trip was buying some wild rice from Minnesota. Well, it just didn't turn out that way for her so long story short, I ordered this for her for a surprise. She made the soup recipe on the box and treated me to it. All I can say is YUMMY!!!  Great product, my only regret is that I did not order a larger size! The rice is hearty and delicious!"
5,"Great flavor! These are my favorite flavor of Maruchan ramen noodles. Keep in mind that these are not at all intended to taste like American chili. These are chili flavored, as in chili peppers--a spicy flavor. They are reat for lunches at work, though low in nutritional content, they are super-cheap. Eat one package with half the seasoning packet and a daily multi-vitamin and you're set! So many people at my work order fast food every day for lunch. You'll save hundreds of dollars by trying these noodles instead. Rotate them with other tasty, inexpensive meals and you have a great, economical solution to daily lunches."
1,"Organic Valley White 1 % Milkfat Lowfat Milk, 8-Ounce Pack of 12 Organic Valley White 1 % Milkfat Lowfat Milk, 8-Ounce Carton (Pack of 12)<br /><br />Not that good. The high price is a rip off."
3,"Cheaper to buy at Home The product is fine - we buy this dog food anyway, but we found it's cheaper for us to buy it right in our home town."
5,"Himalayan course salt I have never ordered sea salt before. i thought this was great. I was afraid it would have some additional flavor that I wouldnt like. Instead it was fresh tasting & natural. I like the pink color, but glad it doesnt come out pink."
5,"Love 'em I'm 63 and have enjoyed Corn Nuts for years but have had trouble finding them.  I finally found them at Walmart but there was never enough for a week!  Finally, I did a web search and found them at Amazon.  I was very pleased to see a steady shipment so  I will never run out again.  Thank you Amazon!"
5,"Yummm! I selected the Plato treats due to the natural ingredients. Wow, my pug Ponch LOVES them! I currently have a bag each of the duck, salmon and chicken. When we get home from our walk he runs straight to the kitchen and runs in circles waiting by the fridge for his treats! These are the only treats I'll buy."
2,Its okay Tried this coffee for the first time when I got it from a friend. Nope. Not going there again. I found it too bitter and it tastes like its namesake.
2,"Not Tasty for my Dog These days it is not easy to find US made dog natural treat with relatively low price, and having treated my 3 year old Westie long time with Healthy Partner beef/turkey strips, I gave Zuke's a try; yet as soon as I opened the bag, I knew that my dog would not like it; it dosen't look good or smell good and I don't even like to taste it, how my dog would like it ?"
5,"Peach Tea - the best tea ever Iced or hot, you can't get a more flavorful tea.  It is ""peachy"", but tastes tropical to me as well.  My whole family likes this particular flavor the best.  I'm so happy to find it here!"
5,"Great Option for a Healthy Snack! I have never had sardines before, and wasn't sure what to expect. I was pleasantly surprised by these. The sardines are firm and meaty, the flavor is great and the olive oil helps keep them moist and easy to swallow. Highly recommend!"
1,"Recalled DO NOT BUY The FDA announced that Candy Dynamics is recalling some of its Toxic Waste brand candy. Toxic Waste in Nuclear Sludge, made in Pakistan, has been found to contain elevated levels of lead that poses a threat of poisoning, especially for children."
3,Too much These are very large bottles. It is a good dipping sauce with a sweet/spicy flavor.
5,"Finest Earl Grey This is far and away the nicest blend of Earl Grey tea that I can find in the American market. I became a bit of a tea snob when I was living in England, but this is a very pleasant blend. A lot of Earl Grey tea blends in the States have way too much bergamot. This one is very pleasant, but you have to brew it the way it recommends on the box, i.e. heat up the water and then let it steep for about 5 minutes. You can't cheat and dip the teabag up and down in the water to speed it up. It won't taste the same."
5,"SUPERIOR VALUE AND QUALITY! I have tried both flavors and was very impressed that not only did my Rottie like them, so did my picky Maltese.  The size worked just fine for both size dogs and there was some lasting chewing power which is what I was also looking for.  The ingredients are impressive.  I do like the idea that it is made in the USA and I tried both flavors.<br /> (But I do NOT understand how the previous reviewer can say they stay away from things that say made in the USA although they want items/ingredients from the USA.I get it that MAYBE the ingredients may not be, but even in doubt you at least have the USA quality controls.)<br />Now, down to the brass tacks... The price per ounce is RIDICULOUSLY REASONABLE for the QUALITY!  I calculate cost per piece and cost per ounce and how long it will keep my dog busy, clean their teeth and contribute to their health with high quality ingredients.  PLUS THEY WERE TASTY TO MY DOGS...VERY RARE! Neither my little Maltese nor my Rottie or my Maltweillers got sick.  That previous review was just plain craziness.  Cyn A. New York"
5,Menopause Relief I wanted a natural product to help with hot flashes and night sweats. This makes an INCREDIBLE difference in my quality of life and sleep.  I had significant decrease in symptoms almost immediately.  I let it steep in my cup for about 5 minutes.  I had trouble with the taste so I add sugar and a little peppermint extract and it is a very pleasant drink.  I have a cup morning and evening and now am able to sleep much better. I also find I am not exhausted and dont have that anxious feeling. I would advise anyone to try this as it has helped me so much.
5,Great chips! For some reason Amazon would not ship these to Alaska!..so I sent them to my grandchildren who got to enjoy them.  They are very good chips! Amazon should rethink the shipping to Alaska thing.  I would order groceries online.
3,OK Not worth the price paid.  OK but you can make your own with less trouble and it will taste better
4,"Very good despite being crushed Mallowmars are always a welcome treat and this box of mallowmars arrived in the worst shape possible.  Unfortunately, the box was mailed in soft exterior packaging with no ""notice"" on the packaging to not crush or bend.  It was stuffed inside my mailbox == had to be bent to fit -- and it was obvious that heavy items had sat on it in the mail truck at some point.  When I opened the beat up box, every cookie was broken in some manner. Some had been stressed so badly that the marshmallow section had separated completely from the cookie dough part!  Despite their having taken a beating, the cookies were still edible and we enjoyed them.  I do think that in the future when sending a product that is fragile == it would be more fair to the manufacturer to ship the product in a manner that it would arrive crushed and broken.<br /><br />I give credit to the manufacturer for good packaging -- the cellophane and the cookie box itself did not break.  It was bent and crumpled but it didn't tear and expose the product to air."
5,"Great Price! Since moving towards a more natural lifestyle, I have found cashews to be in quite a few recipes, so I was so happy when I saw this great deal!"
5,"Tasty I really like this mix. I've used it in muffins which are great. I mixed in frozen blueberries. I've also used it as breading and it worked really well. The pancakes were good however, they were kind of flat. The mix has really good flavor, it is way better than Bob's Redmill pancake mix. Pamela's products are very good."
1,"YUCH! Impressed,as always,with Amazon's expedient delivery. I perused customer reviews before ordering and felt comfortable with my choice (I was going to get the Emeril Bourbon Street blend , which I love) as reviewers gave this a great rating. I find it strong but bitter as opposed to strong and rich. Would not recommend this blend to anyone. No negatives to Amazon but wonder who could find this a pleasurable coffee."
1,"not happy hard to chew, didn't like it. Bought 5 lb packet, nobody in family is interested... wastage of money"
1,Has MSG in it! I bought this to use but once I read the ingredients and realied it had MSG in it I threw it away.  Don't get it!
5,Lollipops These little beauties are about as perfect as you can get in the lollipop community. The are exquisitely handcrafted. and able to be displayed in many facets
2,"Stevia In The Raw is better Nectresse, from the makers of spelnda needs improvement<br /><br />The main reason -  using the semi-sweet sugar alcohol erythritol as it's main ingredient was a mistake. It's not sweet enough.<br />I have to use twice as much as I do With <a href=""http://www.amazon.com/gp/product/B00374ZKQ0"">Stevia in the raw</a> to get the same sweetness.<br /><br />It's not worth it. a 40 count box didn't even last a week"
2,"Baby doesn't like it I can't get my 10 month old to eat any ""dinner"" type baby food.  I thought this would be different, but it's not.  Baby doesn't like it, so it's no good to me.  Not sure what I am going to do with the other 15 packs."
5,tastr good only received one packet so its kinda hard to review from that. Got the lemonade and it taste pretty good.
4,"If you like... So I have a confession to make. I don't like pina coladas...or getting caught in the rain, for that matter. They're too sickeningly sweet filled with tropical flavors built to give me heartburn. I love fresh pineapple, but when I wasn't on meds to help fight my acid reflux, even looking at one was enough to send me into heartburn agony for a few hours. But now I can indulge and it's wonderful! Anyway, yes, I don't like pina coladas because of the creaminess as well, so I'm glad they released a pineapple matcha as well as a pina colada matcha. Pineapple I can definitely get behind. We love pineapple in this house, my wife spent some time in Mexico and fell in love with them there. We even have one of those pineapple corer/slicers, a big piece of $10 equipment with a single purpose that I refuse to live without.  I am very excited to be trying this matcha and I'm praying it will help feed in to that pineapple addiction we've found ourselves with. Maybe I'll try it swirled together with some strawberry matcha...I love the taste of pineapples and strawberries together.  Or any of the berries, for that matter. They just balance each other out so beautifully.<br /><br />So after a bit of mental back and forth, I decided to give this one a go. Pineapple can be done well in teas, so hopefully this one will live up to expectations. When I first mixed it up, my wife could smell it from across the room. ""That has to be bubble gum or cotton candy."" Nope, just pineapple! It does smell very sweet. At first sip, I'd be hard-pressed to find pineapple specifically, more of an overall tropical candy flavor with a touch of a medicinal aftertaste, like chewable baby aspirin. But in the aftertaste, the taste that lingers on your tongue, I found pineapple. Yum, yum, yum pineapple. I'm not too sure of this one, I'm going to have to try it with strawberry, but it's got all of the sweetness of pineapple and none of the tartness that makes it so good. I don't think this is one I'll be stocking up on, but I don't think I'll be forcing it on my friends either. I won't have any trouble finishing it, but I doubt I'll get more. Still, I am grateful to have been granted the chance to try it! I just don't think I'm enough of a tropical fruit fan to fully enjoy it."
4,Love this tea but I just can't do nylon bags I love the flavor of this tea. I wish it didn't come in nylon bags as I just can't make myself use and throw away all that plastic. I hope that they will come out with these flavors in a more ecologically responsible package.
5,"Better and cheaper than 5-Hour Energy I'm not an ""energy-shot"" kind of person generally. You won't find me rappelling down mountainsides, kayaking over rapids, or hang-gliding over Death Valley. I have an office job, and my stimulant of choice is coffee or tea.<br /><br />BUT...<br /><br />There are times when I really need heightened concentration and I'm already exhausted. I can't just drink coffee indefinitely, because it makes me irritable and makes my heart race if I overindulge. That's when I use energy shots. I've been in the habit of using 5-hour Energy. But 5-hour Energy is... well, how shall I say this... yucky. I've tried every flavor, and they all taste metallic and leave an aftertaste reminiscent of boiled-down Diet Dr Pepper.<br /><br />Thankfully, Red Rain has the exact same effect on me as 5-hour Energy (the regular strength, not the extra strength), but tastes far better. What is the effect, you ask? For me, it's a very gentle lift. It's not so much a caffeine jolt as an improved ability to focus on creative or technically-demanding tasks. And it's a lot cheaper than 5-Hour Energy, too, even if you get your 5-Hour Energy at a warehouse store.<br /><br />If you're looking for a kick in the pants that helps you party all night long, I can't recommend Red Rain. If you're looking for a subtle pick-me-up that will help you get through the tasks at hand, this could be the one.<br /><br />Now, if only the name of it didn't constantly make me think of the Peter Gabriel <a href=""http://www.amazon.com/gp/product/B00471F6PW"">song</a>...."
5,Yum!! I use this in so many different things! Mostly tea or making my own coffee drinks at home. There are a ton of recipes on the Torani website. Buy this once and you'll be addicted!!
5,"Better Than Nabisco's Idea of a cookie Nabisco & Keebler both make 100 calorie cookie products, but where Nabisco's is tasteless Mini Chips, Keebler's are real cookies only smaller. They look (and taste) like REAL cookies. Why Nabisco can't take note, and follow suit, is beyond my comprehension. Thus, where Keebler's taste great, Nabisco's taste like sweet sawdust."
5,Sour candy that the entire family likes! I've purchased these Sour Spaghetti Strings a few times per year for the last several years.  Amazon always sends fresh product.  They are great to put in goody bags for birthday parties and they are also great to have on hand for when 'sweet' doesn't hit the spot.  This candy is SOUR!  Not jaw achingly sour but nice and tart.  We don't have them in the house at all times but sometimes we'll have a craving and realize we are out:  Amazon to the rescue.  With our Prime membership we have them back in the pantry within a couple of days.  Glad they are always in stock here!
2,"Disappointingly inconsistent with earlier flavours, and quite chemicalish in taste When I was growing up in the United States in the mid-1990s, the advent of Altoids from across the Atlantic was a fortuitous time, bringing me and my friends a peppermint that was ""curiously strong"" due to its high concentrate of peppermint oil, naturally flavored, and unlike anything that we had tasted before. After I moved abroad, Altoids became one of the brands I missed most. Recently, a relative sent me a pack of the fairly new Wintergreen flavor, and I find it very disappointing.<br /><br />The problem with the Wintergreen flavour Altoids is that they taste like toothpaste and bear little resemblance to the very natural and intense flavor of the original offerings. I can imagine that Callard & Bowser, now owned by Wrigley's, are trying to attract a buyer who is fond of Wrigley's Winterfresh gum, but who wants a dissolving mint instead. I imagine that your enjoyment of Wintergreen Altoids is going to be based entirely on what you think of Winterfresh."
5,"Love this tea This makes *the* best iced tea. I use 8 bags per pitcher, steep them for 10-12 minutes, then add a lot of ice. A refreshing, caffeine-free, calorie free treat. I wish I could buy this tea loose, however, since opening 8 bags every time I make a pitcher of tea is a bit of a pain (first world problems--I know)."
5,"Whiskas Won My cat has developed an increased appetite since I changed her diet from ONLY dry food to moist food.  She is 17 years old and has lost so many teeth that dry food was becoming too difficult for her to eat.  After two years of serving her ""wet food"" I never made a distinction among the different brands of wet food until recently.  I always buy different brands of wet food, and she seems to enjoy the ones from a packet rather than a can.  However today, with WHISKAS, after devouring a whole packet,  she wanted another one.  Not only that, but she licked the plate entirely clean.  She kept begging for more and I finally gave in to her wishes. I was very surprised when I just went to look at her plate because she consumed an entire second package.  I better check this out with her vet.  She is not overweight, but I don't want to overfeed her."
4,ONLY PLASTIC CONTAINER I called the company and they said that their products only come in plastic. That's too bad because I like everything their product has to offer. Bummer.
1,"Gross (and contains Life's DHA) Update:<br /><br />I deleted my old review, because it caused confusion and did not relate directly to this specific product. However, I will stand by my decision to discontinue my family's use of any product from The Hain Celestial Group, Inc. (Earth's Best products fall under this company).<br /><br />If you read my old review, I apologize for not specifying that this specific product does not have BPA in the packaging. I did not mean to cause confusion.<br /><br />I also failed to specify my exact problems with this specific product:<br /><br />It made my daughter gassy<br />She normally spit up at least 1/4 of her bottle (she rarely spits up since we switched to Nature's One Baby's Only Organic Soy Formula)<br />I don't care for a couple of the ingredients:  Life's DHA (uses Martek's Hexane method) and corn syrup<br /><br />***Just so you are aware (I was not), the Obama administration banned the use of DHA and ARA in certified organic baby formula and cereal back in 2010. References:<br /><br />[...]"
5,"All Natural and Can Handle a Man's Stink! This is the best all natural deoderant I've ever used.  I have only used the Herbal Scent which is pleasant, not overpowering, but strong enough to cover a man's natural all day musk.<br />The key is you have to shower daily.  Meaning, you can't get away with wearing this all day unless it goes on freshly cleaned armpits.  If you wear this all day, go to sleep and don't have time in the morning to shower, you will stink by that afternoon.  But if you do shower daily (no judgments if you don't), this deoderant is an all-natural wonder.  And I've worn this during hot, humid days in the sun.  And it works!  No rashes or the worries on putting aluminum on your skin.  I am no a lifelong customer!  You should be one too."
5,A VERY TASTY PRODUCT I really enjoy a cup of this product daily so much so that I drink 4 cups of it a day!
3,"OK, but there are better choices I have been exploring the range of k-cups looking for my favorites. While the Timothy's Italian Roast isn't bad, there are better options.<br /><br />I like my coffee starbucks style: bold, strong, with lots of character. As a point of reference, my current faves are Coffee People Black Tiger, Tullys French Roast and Italian Roast, Emeril's French Roast, and Coffee People Sumatra and Dark Magic. I tried the Timothy's version of the Italian roast expecting a similar flavor to others I have tried in the bold varieties, and I found it to be on the weak side. It does have some of the nice smokey elements that you expect from an Italian roast... but Tullys does it better if you are looking for full flavor.<br /><br />If you prefer a medium bodied roast with some punch you will be happy with this, but it wasn't for me."
5,"Tastes yummy, can get it elsewhere for less $ This shake tastes great. It is sweet and tastes like creamy vanilla pudding.  It fills you up for a long time, just like its supposed to.  I drink it for breakfast some days when its hectic, and sometimes I have it as a snack.  It tastes better cold.  It is very thick, sometimes I put it in the blender with some ice to break up the thickness.  But then again, if I have time to do that, I usually just eat breakfast.  The aftertaste stays with you a while, so you might want some water to wash it down.  Right now (January 24) you can get these for $4.99 for a 4 pack at Target, which is a better price.  So check around for pricing."
1,"What is wrong with this product I have used this product for years and have been generally satisfied with it. However, out of the last five containers I have purchased only one has produced grass as expected.It was from Pet Smart dated 2009. They were purchased from Pet Smart(2), Pet Supermarket (2) and Amazon (1). Only one from Pet Smart was usable last year and the other four were purchased after that container, the last from Amazon. All except the (2) from Pet Smart were dated 5/2011.<br />I recently sent a letter to Gimborn detailing my experience, with pictures of the failed containers. They contacted my by phone and said their customer service rep is on vacation and will contact me upon her return. Hopefully she can offer an explanation as to why all of a sudden their product is failing and offer me a replacement that works."
5,GoLean tastes Great I love Kashi products. They are all natural and you can actually pronounce the ingredients. The GoLean Roll bars taste great. They are rolled in crunchy soy bits and the center of the bar is chewy and chocolatey. Does not taste like a soy bar. It actually tastes good.
5,"Lil'Goat loves em My lil goat who was born a cat and eats grass fell in love with Greenies. None of my previous cats would touch them, so I bought them as an experiment when we were waiting for the next patch of oat grass seeds to sprout. He's so pleased with these that the organic Temptations Tuna nibbles have taken a back seat for now.<br /><br />This roly poly musclely cat-goat wakes up and waits very patiently for me to bring him his morning menu of:<br /><br />Grass sprouts<br />Pet Ease Paw Gel (stress & anxiety)-He licks it from the tube<br />and a couple of either tuna treats or Greenies<br /><br />A few minutes of patting his tummy and scratching him and his day begins..."
5,"Kids love em! I have to say, I didn't really like these the first time I had them, but they have grown on me. I love them as much as my kids do now. It is a great snack to toss in the diaper bag or purse to have handy during walks and playground visits!"
5,"Yummy! My daughter is allergic to every artificial food coloring.  This makes it difficult to find tasty treats for her sometimes.  When all the other kids are eating their Poptarts now she can have hers too!  These are really good.  The filling is flavorful and the outside not too dry.  They are pretty too, so she doesn't feel left out when the others are eating their dye-laden bad for them food. I find it hard to keep myself out of the box...."
5,Gluten Free Almond Blend Flour I like the cookbook and the flour.  Everything I have made so far has been successful. Good product that I will continue to use.
1,Watch out it has MSG. Watch out it has MSG.  Can't figure out why these companies insist on putting MSG in otherwise good ingredients.  Don't think MSG is good for any one and some people are highly allergic to it.
5,"ziwipeak venison and fish My cats will come back for more of this product. It is also easy to feed,I just sprinkle on top of the wet food I am feeding at the time. I do not use it as the total meal."
5,"Organic Chicken YES!!!! This item is made in the USA, uses free range organic chicken, no crazy fillers or by-products. My dogs go crazy over these. A must have for doggie bedtime ritual at our house. Great shipping!!!"
5,Orange flavored Natural Calm Powder I love the orange taste and use the product daily.  I no longer have the leg cramps that plagued me and plan on continuing to purchase orange flavored natural calm at Amazon.
5,"Puff-a-rific! Organic, low-calorie, melt-in-your-mouth snacks that taste great....what more can you ask for?  My 1-year-old loves these.  Unfortunately, none of the local stores seem to carry them, so I have them auto-shipped directly to my house.  Love that!  Don't tell, but the husband and I also eat a few of these from time to time.  They really are yummy!"
1,"5 stars for the taste, -4 for the price I am pretty sure that you can buy the 10-ounce box at Walmart for $2.00, $2.18 max.  Save yourself ~$6 by just making a trip down the road."
